연번,업종명,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
498,휴게음식점,이디야대구범어경신점,"대구광역시 수성구 청호로 423, 1층 (범어동)",대구광역시 수성구 범어동 85 1층 ,120.5,0507-1349-5322,커피숍
499,휴게음식점,유니크베뉴,"대구광역시 수성구 수성로77길 15, 1층 (수성동1가)",대구광역시 수성구 수성동1가 113-8 ,80,0507-1314-4074,커피숍
500,휴게음식점,청솔로9,"대구광역시 수성구 청솔로 9, 1층 (황금동)",대구광역시 수성구 황금동 744-6 1층 ,7.54,1666-8663,커피숍
501,휴게음식점,선데이무드,"대구광역시 수성구 명덕로75길 14-1, 1층 (수성동1가)",대구광역시 수성구 수성동1가 265-2 ,68.16,0507-1306-4340,커피숍
502,휴게음식점,분홍점빵,"대구광역시 수성구 지범로39길 21-9, 1층 (범물동)",대구광역시 수성구 범물동 1277 1층 ,34,개인정보 포함,커피숍
503,휴게음식점,카페산들언덕,"대구광역시 수성구 화랑로34길 93, 1층 (만촌동)",대구광역시 수성구 만촌동 342-15 1층 ,82.15,데이터 미집계,커피숍
504,휴게음식점,카페산들언덕,"대구광역시 수성구 화랑로34길 93, 지하1층 (만촌동)",대구광역시 수성구 만촌동 342-15 지하1층 ,44.73,데이터 미집계,커피숍
505,휴게음식점,백록다방,"대구광역시 수성구 범어로20길 23, 1층 (범어동)",대구광역시 수성구 범어동 207-19 1층 ,75.74,개인정보 포함,커피숍
506,휴게음식점,구스토빈,"대구광역시 수성구 노변공원로3길 2-13, 1층 (시지동)",대구광역시 수성구 시지동 502 1층 ,26.56,0507-1421-3638,커피숍
507,휴게음식점,랩에쏘,"대구광역시 수성구 청수로36길 70-24, 1,2층 (지산동)",대구광역시 수성구 지산동 990-3 ,288.21,053-762-8084,커피숍
508,휴게음식점,스무디킹CGV대구스타디움점,"대구광역시 수성구 유니버시아드로 140, 대구스타디움몰 지하2층 (대흥동)",대구광역시 수성구 대흥동 504 대구스타디움몰 ,13.34,053-222-6600,커피숍
509,휴게음식점,멜티드,"대구광역시 수성구 희망로 195, 1층 (황금동)",대구광역시 수성구 황금동 760-18 1층 ,41.04,0507-1325-8369,커피숍
510,휴게음식점,더달빙,"대구광역시 수성구 무학로17길 35, 1층 (두산동)",대구광역시 수성구 두산동 171-9 1층 ,55.35,053-763-2486,커피숍
511,휴게음식점,더리터 시지사월점,"대구광역시 수성구 달구벌대로649길 21, 1층 (신매동)",대구광역시 수성구 신매동 255-1 1층 ,40,053-214-1006,커피숍
512,휴게음식점,북카페커피하우스,"대구광역시 수성구 지범로41길 36, 용학도서관 1층 (범물동)",대구광역시 수성구 범물동 1283-1 용학도서관 1층 ,57.3,053-782-9758,커피숍
513,휴게음식점,다옴,"대구광역시 수성구 달구벌대로504길 47, 1층 (범어동)",대구광역시 수성구 범어동 96-5 1층 ,76.95,개인정보 포함,커피숍
514,휴게음식점,모든순간,"대구광역시 수성구 지범로17길 4, 1층 (지산동)",대구광역시 수성구 지산동 633-9 1층 ,13,0507-1379-2300,커피숍
515,휴게음식점,몬스터커피전문점,"대구광역시 수성구 용학로 293, 1층 (지산동)",대구광역시 수성구 지산동 1288-9 ,19.8,데이터 미집계,커피숍
516,휴게음식점,히스,"대구광역시 수성구 청호로85길 9, 1층 (범어동)",대구광역시 수성구 범어동 81-1 1층 ,102.8,0507-1319-7240,커피숍
517,휴게음식점,투썸플레이스수성알파시티점,"대구광역시 수성구 알파시티2로 95, 정원파킹스퀘어 2층 201호 (노변동)",대구광역시 수성구 노변동 739 정원파킹스퀘어 201호,199.31,053-792-6114,커피숍
518,휴게음식점,아티자나,"대구광역시 수성구 동대구로42길 11, 1층 (범어동)",대구광역시 수성구 범어동 687-2 ,73.19,053-754-5668,커피숍
519,휴게음식점,이디야커피(대구수성알파시티점),"대구광역시 수성구 시지로 22, 수성 중앙빌딩 1,2층 104,201,202호 (시지동)","대구광역시 수성구 시지동 578 수성 중앙빌딩 1,2층 104,201,202호 ",211.07,053-795-2220,커피숍
520,휴게음식점,룰리커피,"대구광역시 수성구 고모로 188, 1층 (고모동)",대구광역시 수성구 고모동 334-1 1층 ,265.3,070-4671-6089,커피숍
521,휴게음식점,느티나무숲로컬푸드,"대구광역시 수성구 교학로 44, 1층 (만촌동)",대구광역시 수성구 만촌동 872-43 1층 ,9.47,0507-1448-5024,커피숍
522,휴게음식점,샌드위듀,"대구광역시 수성구 들안로28길 24-40, 1층 (황금동)",대구광역시 수성구 황금동 869-1 1층 ,27.38,0507-1473-0225,커피숍
523,휴게음식점,공차대구범물점,"대구광역시 수성구 지범로 180, 1층 (지산동)",대구광역시 수성구 지산동 1275-7 1층 ,82.64,053-781-0402,커피숍
524,휴게음식점,메가엠지씨커피대구지산범물점,"대구광역시 수성구 용학로 214, 1층 (지산동)",대구광역시 수성구 지산동 1199 1층 ,36.8,053-782-3999,커피숍
525,휴게음식점,카페누구나(범어점),"대구광역시 수성구 상록로 42, 범어3동 행정복지센터 4층 (범어동)",대구광역시 수성구 범어동 26-11 범어3동 행정복지센터4층 ,32.76,053-784-6080,커피숍
526,휴게음식점,달콤한걸,"대구광역시 수성구 신매로16길 56-7, 1층 (신매동)",대구광역시 수성구 신매동 574-2 1층 ,22.8,데이터 미집계,커피숍
527,휴게음식점,해머스미스커피 대구수성점,"대구광역시 수성구 동대구로 389, 1층 (범어동)",대구광역시 수성구 범어동 2-8 1층 ,156.76,070-7819-0953,커피숍
528,휴게음식점,브릴란테타타,"대구광역시 수성구 지범로 248-12, 1층 (범물동)",대구광역시 수성구 범물동 1374-10 1층 ,51.84,053-782-0822,커피숍
529,휴게음식점,더리터수성구청역점,"대구광역시 수성구 달구벌대로 2513, 1층 (범어동)",대구광역시 수성구 범어동 223-1 1층 ,87.25,053-751-3102,커피숍
530,휴게음식점,컴포즈범어로데오점,"대구광역시 수성구 범어로18길 47, 1층 (범어동)",대구광역시 수성구 범어동 215-1 1층 ,50.9,0507-1354-3522,커피숍
531,휴게음식점,편강도원,"대구광역시 수성구 달구벌대로 2262, 1층 (수성동1가)",대구광역시 수성구 수성동1가 96-324 1층 ,107.1,개인정보 포함,커피숍
532,휴게음식점,기림갤러리,"대구광역시 수성구 동대구로42길 17, 1층 (범어동)",대구광역시 수성구 범어동 677-6 1층 ,49.6,053-745-9419,커피숍
533,휴게음식점,투썸플레이스 지산광장점,"대구광역시 수성구 용학로 297-7, 1,2층 (지산동)","대구광역시 수성구 지산동 1288-7 1,2층 ",267.16,053-781-3200,커피숍
534,휴게음식점,딥블랑(Deep blanc),"대구광역시 수성구 지범로39길 13, 1층 102호 (범물동)",대구광역시 수성구 범물동 1277-11 1층 102호,25,0507-1335-0688,커피숍
535,휴게음식점,가라치코,"대구광역시 수성구 청호로 418, 301동 1층 101호 (범어동, 빌리브범어)",대구광역시 수성구 범어동 2253 빌리브범어 301동 101호,26.4,데이터 미집계,커피숍
536,휴게음식점,이디아만촌점,"대구광역시 수성구 교학로 46, 1층 (만촌동)",대구광역시 수성구 만촌동 872-6 1층 ,111.3,053-753-0309,커피숍
537,휴게음식점,더리터대구알파시티점,"대구광역시 수성구 알파시티2로 27, 수성메트로 103호 (시지동)",대구광역시 수성구 시지동 579-7 수성메트로 103호,24,053-791-2777,커피숍
538,휴게음식점,카와올라,"대구광역시 수성구 청수로 258, 1층 (황금동)",대구광역시 수성구 황금동 194-4 1층 ,37.31,데이터 미집계,커피숍
539,휴게음식점,닥터커피(Dr.coffee),"대구광역시 수성구 알파시티2로 19, 1층 (시지동)",대구광역시 수성구 시지동 579-3 1층 ,61.2,053-794-0022,커피숍
540,휴게음식점,엣홈,"대구광역시 수성구 고산로4길 20, 1층 (신매동)",대구광역시 수성구 신매동 596-4 ,57.3,053-295-5466,커피숍
541,휴게음식점,충의로3,"대구광역시 수성구 충의로 3, 1층 (만촌동)",대구광역시 수성구 만촌동 1003-30 1층 ,118.8,053-755-7706,커피숍
542,휴게음식점,올리브카페,"대구광역시 수성구 지산로14안길 39, 1층 (지산동)",대구광역시 수성구 지산동 571 1층 ,193.35,053-781-2921,커피숍
543,휴게음식점,스타벅스 국립대구박물관DT점,"대구광역시 수성구 청호로 318, 1,2층 (황금동)","대구광역시 수성구 황금동 69-3 1,2층 ",383.25,053-768-3691,커피숍
544,휴게음식점,아마스빈 대구범어점,"대구광역시 수성구 달구벌대로 2498, 1층 (범어동)",대구광역시 수성구 범어동 205-1 1층 ,45.62,053-744-3137,커피숍
545,휴게음식점,목련양과,"대구광역시 수성구 들안로8길 29, 1층 (두산동)",대구광역시 수성구 두산동 137-14 1층 ,71.6,053-802-2025,커피숍
546,휴게음식점,투썸플레이스TBC점,"대구광역시 수성구 동대구로 36, 2층 (지산동)",대구광역시 수성구 지산동 1051 2층 ,49.5,0507-1358-0233,커피숍
547,휴게음식점,투썸플레이스TBC점,"대구광역시 수성구 동대구로 36, 1층 (지산동)",대구광역시 수성구 지산동 1051 1층 ,188.7,0507-1358-0233,커피숍
548,휴게음식점,동행프로젝트,"대구광역시 수성구 천을로23길 20, 1층 (매호동)",대구광역시 수성구 매호동 725-8 1층 ,66.57,데이터 미집계,커피숍
549,휴게음식점,설바니케이크(seolbunnycake),"대구광역시 수성구 용학로 167-4, 1층 (지산동)",대구광역시 수성구 지산동 1242-14 1층 ,82.16,0507-1340-0402,커피숍
550,휴게음식점,마일드(MILD COFFEE),"대구광역시 수성구 지범로39길 11-3, 1층 (범물동)",대구광역시 수성구 범물동 1275-3 1층 ,37.5,개인정보 포함,커피숍
551,휴게음식점,브르,"대구광역시 수성구 달구벌대로456길 10, 1층 (수성동1가)",대구광역시 수성구 수성동1가 91-7 1층 ,36,데이터 미집계,커피숍
552,휴게음식점,동백키친,대구광역시 수성구 지범로 45-9 (지산동),대구광역시 수성구 지산동 1160-17 ,23,0507-1335-9404,커피숍
553,휴게음식점,뮤게Muguet,"대구광역시 수성구 들안로28길 11, 1층 (황금동)",대구광역시 수성구 황금동 818-11 1층 ,44.17,데이터 미집계,커피숍
554,휴게음식점,아이티,"대구광역시 수성구 알파시티1로 206, 마이더스타운 1층 111호 (대흥동)",대구광역시 수성구 대흥동 830-1 마이더스타운1층 111호,20.5,데이터 미집계,커피숍
555,휴게음식점,오호스마론,"대구광역시 수성구 지산로3길 106, 1층 (지산동)",대구광역시 수성구 지산동 1161-42 1층 ,53.88,개인정보 포함,커피숍
556,휴게음식점,루틴(Routine),"대구광역시 수성구 용학로30길 5, 1층 (지산동)",대구광역시 수성구 지산동 1187-1 1층 ,13.6,053-262-8874,커피숍
557,휴게음식점,미세스스위츠(Mrs.sweets),"대구광역시 수성구 청수로 133, 황금동 JM타워 1층 102호 (황금동)",대구광역시 수성구 황금동 848-2 황금동 JM타워1층 102호,47,데이터 미집계,커피숍
558,휴게음식점,티엔에프카페대구수성점,"대구광역시 수성구 달구벌대로 2575, 1층 (만촌동)",대구광역시 수성구 만촌동 1037-4 1층 ,178.26,데이터 미집계,커피숍
559,휴게음식점,카페하늘민들레,대구광역시 수성구 유니버시아드로 364 (욱수동),대구광역시 수성구 욱수동 51-1 ,130,053-794-3680,커피숍
560,휴게음식점,베이커86(#Baker86),"대구광역시 수성구 들안로28길 24, 1층 (황금동)",대구광역시 수성구 황금동 874-3 1층 ,0,개인정보 포함,커피숍
561,휴게음식점,루카페,"대구광역시 수성구 알파시티1로 169, 2층 (대흥동)",대구광역시 수성구 대흥동 856 2층 ,24.65,데이터 미집계,커피숍
562,휴게음식점,세라젬카페오가다대구수성점,"대구광역시 수성구 달구벌대로 2381, 1층 (범어동)",대구광역시 수성구 범어동 558-12 1층 ,88.93,053-742-0325,커피숍
563,휴게음식점,카페크림,"대구광역시 수성구 지범로 67, 1층 (지산동)",대구광역시 수성구 지산동 1157-18 1층 ,45,데이터 미집계,커피숍
564,휴게음식점,핸즈커피 시지점,"대구광역시 수성구 달구벌대로 3057, 1층 (시지동)",대구광역시 수성구 시지동 173-1 1층 ,552.19,053-793-7942,커피숍
565,휴게음식점,대한예수교장로회범어교회(카페우물가),"대구광역시 수성구 청호로84길 71, 범어교회 4층 (범어동)",대구광역시 수성구 범어동 98-1 범어교회 4층 ,173.4,053-667-8989,커피숍
566,휴게음식점,대구수성지역자활센터(청년자립도전사업단),"대구광역시 수성구 범안로 56, 대구은행 범물지점 2층 (범물동)",대구광역시 수성구 범물동 1374-3 대구은행 범물지점 2층 ,74.16,053-249-0408,커피숍
567,휴게음식점,대구골목커피크레페,"대구광역시 수성구 교학로4길 22, 1층 (만촌동)",대구광역시 수성구 만촌동 858-7 1층 ,42.89,0507-1390-6657,커피숍
568,휴게음식점,본가정항우케익,"대구광역시 수성구 달구벌대로 지하 3180, 신매역 내 지하1층 (매호동)",대구광역시 수성구 매호동 815-5 신매역 내 지하1층 ,23.4,데이터 미집계,커피숍
569,휴게음식점,이디야 황금롯데캐슬점,"대구광역시 수성구 청수로45길 37, 1층 (황금동)",대구광역시 수성구 황금동 428-17 1층 ,99,053-767-9616,커피숍
570,휴게음식점,할리스커피 범어천로점,"대구광역시 수성구 범어천로 200, 401동 1,2층 102,201호 (범어동, 범어 월드메르디앙 웨스턴 카운티)","대구광역시 수성구 범어동 966-1 범어 월드메르디앙 웨스턴 카운티 1,2층 401동 102,201호",225,053-759-5779,커피숍
571,휴게음식점,제주애,"대구광역시 수성구 달구벌대로504길 15, 2층 (범어동)",대구광역시 수성구 범어동 117-40 2층 ,97,053-216-3814,커피숍
572,휴게음식점,이디야커피국립대구박물관점,"대구광역시 수성구 청호로 321, 국립대구박물관 2층 (황금동)",대구광역시 수성구 황금동 70 국립대구박물관 2층 ,184.06,053-763-6517,커피숍
573,휴게음식점,씨에스루이스(C.SLewis),"대구광역시 수성구 달구벌대로522길 77-12, 1층 (만촌동)",대구광역시 수성구 만촌동 1077-3 1층 ,36.8,0507-1384-1279,커피숍
574,휴게음식점,위클리쥬스,"대구광역시 수성구 달구벌대로480길 31, 1층 (범어동)",대구광역시 수성구 범어동 549-14 1층 ,55.82,053-742-4646,커피숍
575,휴게음식점,카페벨,"대구광역시 수성구 신매로16길 16-6, 1층 (신매동)",대구광역시 수성구 신매동 577-3 1층 ,63,0507-1493-7919,커피숍
576,휴게음식점,5후,대구광역시 수성구 상록로11길 13 (범어동),대구광역시 수성구 범어동 475-38 ,63.69,개인정보 포함,커피숍
577,휴게음식점,지에스25수성데시앙점,"대구광역시 수성구 들안로 350, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1018-16 1층 ,0,053-755-9316,커피숍
578,휴게음식점,빵담,"대구광역시 수성구 명덕로75길 14, 1층 (수성동1가)",대구광역시 수성구 수성동1가 266-3 1층 ,32.3,개인정보 포함,커피숍
579,휴게음식점,오레오라(OREORA),"대구광역시 수성구 동대구로 218, 1층 (범어동)",대구광역시 수성구 범어동 675-2 1층 ,82.5,데이터 미집계,커피숍
580,휴게음식점,더쥬아,"대구광역시 수성구 청호로46길 17, 214동 1층 103호 (황금동, 신천지타운)",대구광역시 수성구 황금동 272-103 신천지타운 ,31,053-0243-7360,커피숍
581,휴게음식점,메리골드상점,"대구광역시 수성구 달구벌대로647길 20, 1층 (신매동)",대구광역시 수성구 신매동 267-10 1층 ,36.3,0507-1337-1699,커피숍
582,휴게음식점,니트(NEAT),"대구광역시 수성구 달구벌대로526길 11, 2층 (만촌동)",대구광역시 수성구 만촌동 853-17 2층 ,59,데이터 미집계,커피숍
583,휴게음식점,컴포즈커피,"대구광역시 수성구 달구벌대로 3294, 시지퍼스트 1층 103호 (신매동)",대구광역시 수성구 신매동 10-7 시지퍼스트 1층 103호,58.85,053-792-8830,커피숍
584,휴게음식점,청솔로9 시지점,"대구광역시 수성구 달구벌대로647길 7, 신매동 올리브카운티 107호 (신매동)",대구광역시 수성구 신매동 277-2 신매동 올리브카운티 ,42.18,0507-1353-0067,커피숍
585,휴게음식점,가비커피,대구광역시 수성구 동대구로6길 46 (지산동),대구광역시 수성구 지산동 1065-28 ,22,데이터 미집계,커피숍
586,휴게음식점,클래시듀드2호점,"대구광역시 수성구 달구벌대로 2851, 2층,3층 (연호동)","대구광역시 수성구 연호동 21-16 2층,3층 ",261.16,데이터 미집계,커피숍
587,휴게음식점,잎새달닷새(April5),"대구광역시 수성구 명덕로 494-7, 1층,2층 (범어동)","대구광역시 수성구 범어동 774-120 1층,2층 ",71.68,053-761-0405,커피숍
588,휴게음식점,포베오,"대구광역시 수성구 달구벌대로512길 4, 1층 (범어동)",대구광역시 수성구 범어동 217-12 1층 ,118,0507-1305-1307,커피숍
589,휴게음식점,공깨비cafe,"대구광역시 수성구 지범로39길 21-3, 1층 (범물동)",대구광역시 수성구 범물동 1277-3 1층 ,70,0507-1325-3187,커피숍
590,휴게음식점,문호기획,"대구광역시 수성구 동원로12길 29, 1층 (만촌동)",대구광역시 수성구 만촌동 947-6 1층 ,36.41,053-746-1202,커피숍
591,휴게음식점,아정헌천연염색카페,"대구광역시 수성구 무학로37길 100, 1층 (지산동)",대구광역시 수성구 지산동 882-3 1층 ,33,0507-1334-9782,커피숍
592,휴게음식점,개나리다방,"대구광역시 수성구 수성로41길 50, 1층 (중동)",대구광역시 수성구 중동 545-4 1층 ,49.5,053-767-1230,커피숍
593,휴게음식점,공차대구황금점,"대구광역시 수성구 청수로 176, 1층 (지산동)",대구광역시 수성구 지산동 930-3 1층 ,93.2,053-767-6336,커피숍
594,휴게음식점,공간울림,"대구광역시 수성구 범안로64길 18-9, 1층 (삼덕동)",대구광역시 수성구 삼덕동 552 ,50,053-765-5632,커피숍
595,휴게음식점,갤러리앤카페,"대구광역시 수성구 무열로 5, 수성메트로병원 1층 (만촌동)",대구광역시 수성구 만촌동 1037-9 수성메트로병원 1층 ,10.3,데이터 미집계,커피숍
596,휴게음식점,더플레이그라운드로스터리카페,"대구광역시 수성구 달구벌대로569길 10, 1층 (연호동)",대구광역시 수성구 연호동 24 1층 ,92.94,053-423-4777,커피숍
597,휴게음식점,카페101,"대구광역시 수성구 시지로 41, 1층 (시지동)",대구광역시 수성구 시지동 488-15 ,39.6,0507-1364-8556,커피숍
598,휴게음식점,카페꽃이피다시지점,"대구광역시 수성구 노변공원로 7, 1층 (시지동)",대구광역시 수성구 시지동 508-3 1층 ,49.5,070-4042-5763,커피숍
599,휴게음식점,카페봄봄시지퍼스트점,"대구광역시 수성구 달구벌대로 3294, 시지퍼스트 1동 1층 116호 (신매동)",대구광역시 수성구 신매동 10-7 시지퍼스트 1층 1동 116호,43,053-795-5666,커피숍
600,휴게음식점,공간울림,"대구광역시 수성구 범안로64길 18-9, 2층 (삼덕동)",대구광역시 수성구 삼덕동 552 2층 ,40,053-765-5632,커피숍
601,휴게음식점,카페블루,"대구광역시 수성구 천을로31길 7-14, 1층 (매호동)",대구광역시 수성구 매호동 1326-15 ,67.2,데이터 미집계,커피숍
602,휴게음식점,미네르바의부엉이,"대구광역시 수성구 청수로45길 151-8, 1층 (황금동)",대구광역시 수성구 황금동 968 1층 ,43.1,0507-1326-4764,커피숍
603,휴게음식점,오딜리,"대구광역시 수성구 달구벌대로650길 37, 1층 (신매동)",대구광역시 수성구 신매동 138-1 1층 ,17.16,0507-1493-7989,커피숍
604,휴게음식점,몬스터커피두산점,"대구광역시 수성구 청수로24길 59, 1층 105호 (두산동)",대구광역시 수성구 두산동 87-6 1층 105호,43.07,053-219-9620,커피숍
605,휴게음식점,마시그래이(수성롯데캐슬점),"대구광역시 수성구 달구벌대로456길 29, 1층 (수성동1가)",대구광역시 수성구 수성동1가 671-32 1층 ,47.56,053-752-7999,커피숍
606,휴게음식점,영푸드,"대구광역시 수성구 명덕로76길 9, 1층 (수성동1가)",대구광역시 수성구 수성동1가 275-77 1층 ,54.39,데이터 미집계,커피숍
607,휴게음식점,하삼동커피,"대구광역시 수성구 청수로26길 36, 한성스퀘어 1층 (두산동)",대구광역시 수성구 두산동 99 한성스퀘어 1층 ,48.4,053-765-3337,커피숍
608,휴게음식점,비앙페(bienfait),"대구광역시 수성구 수성로 393, 1층 138-1호 (수성동4가, 수성하이츠)",대구광역시 수성구 수성동4가 1090-8 수성하이츠 1층 138-1호,54,데이터 미집계,커피숍
609,휴게음식점,카페봄봄,"대구광역시 수성구 청수로45길 32, 1층 (황금동)",대구광역시 수성구 황금동 366-1 1층 ,39.6,053-763-6229,커피숍
610,휴게음식점,아일키친(aisle kitchen),"대구광역시 수성구 지산로3길 94, 1층 (지산동)",대구광역시 수성구 지산동 1254-13 ,16.5,데이터 미집계,커피숍
611,휴게음식점,아마타(Amata),"대구광역시 수성구 달구벌대로525길 14-26, 1층 (만촌동)",대구광역시 수성구 만촌동 725-9 1층 ,141.94,데이터 미집계,커피숍
612,휴게음식점,마싣당,"대구광역시 수성구 신천동로84길 47, 1층 (수성동4가)",대구광역시 수성구 수성동4가 1201-8 1층 ,38.64,053-242-9092,커피숍
613,휴게음식점,공차대구수성점,"대구광역시 수성구 달구벌대로 2334, 1층 (수성동3가)",대구광역시 수성구 수성동3가 254-3 1층 ,118.24,053-751-7708,커피숍
614,휴게음식점,룬스(Lune's),"대구광역시 수성구 범어로18길 93, 1층 (범어동)",대구광역시 수성구 범어동 220-11 1층 ,33,0507-1361-8768,커피숍
615,휴게음식점,마시그래이만촌삼정그린점,"대구광역시 수성구 교학로 65, 301동 지하1층 315호 (만촌동, 만촌 삼정 그린코아 에듀파크)",대구광역시 수성구 만촌동 1483 만촌 삼정 그린코아 에듀파크 지하1 301동 315호,42,053-744-7008,커피숍
616,휴게음식점,봄봄수성시장점,"대구광역시 수성구 들안로 275-1, 1층 (수성동2가)",대구광역시 수성구 수성동2가 53-3 1층 ,11.55,0507-1339-3809,커피숍
617,휴게음식점,마카롱굽는남자,"대구광역시 수성구 달구벌대로 3122, 1층 107호 (시지동, 고산역화성파크드림)",대구광역시 수성구 시지동 378 고산역화성파크드림 1층 상가 107호,52.37,053-792-0110,커피숍
618,휴게음식점,파스쿠찌라온제나점,"대구광역시 수성구 범어천로 73, 호텔 라온제나 1층 102,103,104호 (범어동)","대구광역시 수성구 범어동 805-4 호텔 라온제나 1층 102,103,104호 ",231.75,0507-1375-8497,커피숍
619,휴게음식점,인디(IN.D),"대구광역시 수성구 달구벌대로622길 3, 1층 (시지동)",대구광역시 수성구 시지동 258-9 1층 ,69.75,0507-1321-6133,커피숍
620,휴게음식점,카페봄봄수성캐슬점,"대구광역시 수성구 명덕로 377, 1층 (수성동1가)",대구광역시 수성구 수성동1가 267-6 1층 ,54.11,0507-1449-6061,커피숍
621,휴게음식점,도그리치,"대구광역시 수성구 수성로 316-2, 1층 (수성동2가)",대구광역시 수성구 수성동2가 268-1 1층 ,26.64,0507-1332-5927,커피숍
622,휴게음식점,투썸플레이스지산광장점,"대구광역시 수성구 용학로 297-7, 3층 (지산동)",대구광역시 수성구 지산동 1288-7 3층 ,204,053-781-3200,커피숍
623,휴게음식점,베러투게더,"대구광역시 수성구 무학로33길 23, 1층 (지산동)",대구광역시 수성구 지산동 1028-3 1층 ,33,개인정보 포함,커피숍
624,휴게음식점,나의인생커피,"대구광역시 수성구 화랑로 100, 선우빌딩 1층 (만촌동)",대구광역시 수성구 만촌동 1328-18 선우빌딩 1층 ,37.45,053-264-4401,커피숍
625,휴게음식점,멜라이드,"대구광역시 수성구 동대구로42길 18, 1층 (범어동)",대구광역시 수성구 범어동 687-19 1층 ,69.3,0507-1337-1294,커피숍
626,휴게음식점,비웨이커피,"대구광역시 수성구 달구벌대로 2362, 1층 (수성동3가)",대구광역시 수성구 수성동3가 5-1 1층 ,63.14,데이터 미집계,커피숍
627,휴게음식점,버치브롯,"대구광역시 수성구 지산로 32, 114동 지하1층 4호 (지산동, 지산우방타운)",대구광역시 수성구 지산동 1271 지산우방타운 지하1층 114동 4호,46.7,개인정보 포함,커피숍
628,휴게음식점,커피왕두산점,"대구광역시 수성구 동대구로3길 38, 1층 (두산동)",대구광역시 수성구 두산동 186-7 1층 ,28.49,053-768-8089,커피숍
629,휴게음식점,마시그래이수성범어점,"대구광역시 수성구 범어천로 135-7, 1층 (범어동)",대구광역시 수성구 범어동 804-20 1층 ,38.32,053-742-5888,커피숍
630,휴게음식점,커피매거진,"대구광역시 수성구 들안로18길 14, 1층 (두산동)",대구광역시 수성구 두산동 54 1층 ,23,데이터 미집계,커피숍
631,휴게음식점,반할반찬수성범어점,"대구광역시 수성구 상록로 15, 1층 161호 (범어동, 범어센트럴푸르지오)",대구광역시 수성구 범어동 2257 범어센트럴푸르지오 1층 161호,32.9,053-744-7321,커피숍
632,휴게음식점,달콤커피대구만촌점,"대구광역시 수성구 만촌로 124, 1층 (만촌동)",대구광역시 수성구 만촌동 430-9 1층 ,49.6,데이터 미집계,커피숍
633,휴게음식점,던킨만촌점,"대구광역시 수성구 교학로 48, 1층 (만촌동)",대구광역시 수성구 만촌동 872-7 1층 ,72.6,데이터 미집계,커피숍
634,휴게음식점,청솔로9범어점,"대구광역시 수성구 상록로 15, 1층 130호 (범어동, 범어센트럴푸르지오)",대구광역시 수성구 범어동 2257 범어센트럴푸르지오 1층 130호,44.32,053-710-9939,커피숍
635,휴게음식점,레프트뱅크황금,"대구광역시 수성구 동대구로 95, 108동 1층 609호 (두산동, 수성 SK리더스뷰)",대구광역시 수성구 두산동 113 수성 SK리더스뷰 1층 108동 609호,45.3,053-763-2130,커피숍
636,휴게음식점,투썸플레이스대구시지점,"대구광역시 수성구 달구벌대로645길 11, 신매동SNL메디타워 1,2층 108,109,202호 (신매동)","대구광역시 수성구 신매동 273 신매동SNL메디타워 1,2층 108,109,202호 ",252.69,053-794-6622,커피숍
637,휴게음식점,매스커피범물역점,"대구광역시 수성구 지범로39길 11-9, 1층 (범물동)",대구광역시 수성구 범물동 1275 1층 ,94.05,데이터 미집계,커피숍
638,휴게음식점,윤선갤러리,"대구광역시 수성구 용학로 106-7, 제5동 1층  119호,120호 (두산동)","대구광역시 수성구 두산동 888-2 1층 119호,120호 제5동 ",374.82,0507-1458-8278,커피숍
639,휴게음식점,카페봄봄만촌삼정그린코아점,"대구광역시 수성구 교학로 65, 301동 1층 309호 (만촌동, 만촌 삼정 그린코아 에듀파크)",대구광역시 수성구 만촌동 1483 만촌 삼정 그린코아 에듀파크 1층 301동 309호,38,053-742-7730,커피숍
640,휴게음식점,비터버터베터(BitterButterBetter),"대구광역시 수성구 동대구로12길 45, 1층 (지산동)",대구광역시 수성구 지산동 993-13 1층 ,66,0507-1444-5758,커피숍
641,휴게음식점,타임즈,"대구광역시 수성구 들안로28길 87, 1층 (황금동)",대구광역시 수성구 황금동 811-7 1층 ,55.24,0507-1490-6611,커피숍
642,휴게음식점,로싸,"대구광역시 수성구 범안로 40, 107동 2층 201호 (범물동, 범물청아타운)",대구광역시 수성구 범물동 1372 범물청아타운 2층 107동 201호,66,데이터 미집계,커피숍
643,휴게음식점,즐거운생활커피숍,"대구광역시 수성구 들안로77길 30, 301동 1층 101호 (범어동, 수성태왕아너스)",대구광역시 수성구 범어동 1266 수성태왕아너스 1층 301동 101호,28.55,데이터 미집계,커피숍
644,휴게음식점,카페범어로197,"대구광역시 수성구 범어로 197, 1층 (범어동)",대구광역시 수성구 범어동 134-31 1층 ,34,개인정보 포함,커피숍
645,휴게음식점,드림쿡,"대구광역시 수성구 만촌로 94-1, 1층 (만촌동)",대구광역시 수성구 만촌동 660-19 1층 ,84.6,0507-1327-4740,커피숍
646,휴게음식점,빽다방만촌점,"대구광역시 수성구 교학로 58, 1층 (만촌동)",대구광역시 수성구 만촌동 877-41 1층 ,83.08,053-742-6221,커피숍
647,휴게음식점,스타벅스대구들안길DT점,"대구광역시 수성구 들안로 85, 1층,2층 (상동)","대구광역시 수성구 상동 47-6 1층,2층 ",351.15,053-763-3686,커피숍
